Timestamp,RSSI,LQI,Ax,Ay,Az,Gx,Gy,Gz,Time
1720505944,-56,96,-72,-148,1007,23,-68,-22,8:19:04
1720505944,-72,92,-72,-150,1012,23,-68,-22,8:19:04
1720505944,-168,68,-71,-149,1013,23,-67,-22,8:19:04
1720505944,-56,96,-71,-149,1013,23,-68,-2,8:19:04
1720505944,-88,88,-74,-148,1011,23,-68,-22,8:19:04
1720505944,-40,100,-72,-149,1012,23,-67,-2,8:19:04
1720505944,-88,88,-72,-149,1014,23,-67,-26,8:19:04
1720505944,-88,88,-72,-148,1012,23,-67,-25,8:19:04
1720505944,-40,100,-73,-149,1013,23,-68,-27,8:19:04
1720505945,-56,96,-72,-149,1014,22,-68,-2349,8:19:05
1720505945,-40,100,-72,-149,1013,23,-67,-2330,8:19:05
1720505945,-40,100,-72,-148,1015,23,-68,-2630,8:19:05
1720505945,-40,100,-72,-149,1014,23,-67,-17,8:19:05
1720505945,-72,92,-73,-148,1013,22,-67,-21,8:19:05
1720505945,-88,88,-73,-148,1013,23,-67,-36,8:19:05
1720505945,-56,96,-72,-149,1012,23,-67,-33,8:19:05
1720505945,-40,100,-72,-149,1012,22,-67,-26,8:19:05
1720505945,-72,92,-71,-149,1013,23,-67,-22,8:19:05
1720505945,-72,92,-72,-148,1015,22,-67,-25,8:19:05
1720505946,-72,92,-71,-149,1014,23,-67,-29,8:19:06
1720505946,-104,84,-72,-148,1012,23,-68,-291,8:19:06
1720505946,-56,96,-73,-148,1013,22,-68,-291,8:19:06
1720505946,-72,92,-71,-149,1013,23,-67,-3,8:19:06
1720505946,-88,88,-71,-149,1013,23,-67,-3,8:19:06
1720505946,-56,96,-73,-148,1013,23,-68,-27,8:19:06
1720505946,-88,88,-72,-149,1011,23,-67,-29,8:19:06
1720505946,-120,80,-72,-150,1011,23,-67,-29,8:19:06
1720505946,-136,76,-72,-149,1012,21,-67,-19,8:19:06
1720505946,-104,84,-71,-149,1014,23,-67,-29,8:19:06
1720505946,-104,84,-72,-148,1013,23,-67,-29,8:19:06
1720505947,-120,80,-72,-148,1013,23,-67,-29,8:19:07
1720505947,-88,88,-72,-149,1013,23,-67,-21,8:19:07
1720505947,-88,88,-72,-149,1013,23,-68,-208,8:19:07
1720505947,-56,96,-71,-148,1007,22,-67,-27,8:19:07
1720505947,-104,84,-72,-149,1013,22,-67,-27,8:19:07
1720505947,-152,72,-71,-149,1013,22,-67,-2593,8:19:07
1720505947,-152,72,-72,-148,1012,23,-67,-2093,8:19:07
1720505947,-88,88,-73,-148,1012,22,-67,-229,8:19:07
1720505947,-40,100,-71,-148,1014,23,-67,-229,8:19:07
1720505947,-88,88,-73,-149,1013,22,-67,-229,8:19:07
1720505948,56,60,-72,-149,1019,23,-68,-229,8:19:08
1720505948,-104,84,-72,-149,1013,23,-67,-259,8:19:08
1720505948,-72,92,-71,-149,1013,22,-67,-359,8:19:08
1720505948,40,56,-72,-149,1015,23,-67,-259,8:19:08
1720505948,-104,84,-72,-150,1011,21,-66,-259,8:19:08
1720505948,-72,92,-72,-149,1013,22,-68,-259,8:19:08
1720505948,-56,96,-72,-148,1013,23,-68,-259,8:19:08
1720505948,-56,96,-71,-149,1014,23,-67,-259,8:19:08
1720505948,-72,92,-72,-149,1015,22,-67,-259,8:19:08
1720505948,-56,96,-72,-149,1012,23,-67,-259,8:19:08
1720505949,-72,92,-73,-149,1013,22,-67,-259,8:19:09
1720505949,-136,76,-73,-148,1013,23,-67,-259,8:19:09
1720505949,-120,80,-71,-149,1013,23,-68,-2,8:19:09
1720505949,56,60,-72,-149,1013,23,-67,-28,8:19:09
1720505949,-8,44,-72,-149,1014,23,-67,-287,8:19:09
1720505949,-152,72,-72,-149,1012,22,-67,-249,8:19:09
1720505949,-104,84,-72,-149,1013,23,-67,-249,8:19:09
1720505949,-72,92,-72,-149,1014,23,-67,-208,8:19:09
1720505949,-152,72,-72,-150,1011,23,-67,-208,8:19:09
1720505949,-152,72,-72,-148,1012,23,-67,-208,8:19:09
1720505950,-168,68,-72,-149,1013,23,-68,-282,8:19:10
1720505950,-104,20,-72,-149,1013,22,-68,-246,8:19:10
1720505950,40,56,-71,-148,1013,23,-67,-246,8:19:10
1720505950,-136,76,-72,-148,1014,23,-67,-346,8:19:10
1720505950,-136,76,-73,-149,1013,22,-68,-246,8:19:10
1720505950,-88,88,-73,-148,1011,23,-67,-246,8:19:10
1720505950,-72,92,-71,-149,1012,23,-67,-246,8:19:10
1720505950,-88,88,-72,-148,1013,24,-67,-246,8:19:10
1720505950,-104,84,-72,-149,1012,22,-67,-246,8:19:10
1720505950,-88,88,-71,-148,1016,22,-67,-230,8:19:10
1720505951,-88,88,-72,-148,1012,23,-67,-2861,8:19:11
1720505951,-88,88,-73,-149,1012,22,-67,-22,8:19:11
1720505951,-104,84,-72,-148,1012,23,-67,-29,8:19:11
1720505951,-152,72,-72,-149,1012,22,-67,-292,8:19:11
1720505951,-136,76,-72,-148,1014,23,-67,-293,8:19:11
1720505951,72,64,-74,-148,1012,22,-67,-293,8:19:11
1720505951,-120,80,-73,-148,1013,23,-68,-3104,8:19:11
1720505951,56,60,-72,-148,1014,24,-67,-2304,8:19:11
1720505951,72,64,-72,-148,1014,23,-68,-225,8:19:11
1720505951,56,60,-72,-149,1012,22,-67,-252,8:19:11
1720505952,-168,68,-71,-149,1014,23,-67,-240,8:19:12
1720505952,-104,84,-72,-149,1012,21,-67,-240,8:19:12
1720505952,-136,76,-71,-149,1012,22,-67,-26,8:19:12
1720505952,8,48,-73,-148,1015,23,-67,-26,8:19:12
1720505952,-120,80,-72,-148,1014,22,-67,-2768,8:19:12
1720505952,-120,80,-72,-149,1014,23,-67,-2768,8:19:12
1720505952,-120,80,-72,-149,1013,23,-67,-2768,8:19:12
1720505952,-152,72,-72,-148,1012,22,-66,-2768,8:19:12
1720505952,-120,80,-71,-149,1014,23,-67,-2768,8:19:12
1720505952,-136,76,-95,-57,987,20,-66,-2,8:19:12
1720505953,-120,80,-23,-139,1008,42,-60,-3268,8:19:13
1720505953,-104,84,-105,-159,982,-281,-144,-122115,8:19:13
1720505953,-88,88,-134,-256,1230,-162,-157,-88115,8:19:13
1720505953,-88,88,56,-192,1157,-51,-163,-3862,8:19:13
1720505953,-88,88,-45,-264,990,21,-165,-13,8:19:13
1720505953,-72,92,15,-376,892,-282,-156,-47,8:19:13
1720505953,-56,96,-83,-483,939,-259,-126,-39,8:19:13
1720505953,-56,96,113,-420,1095,503,-48,-235,8:19:13
1720505953,-40,100,51,-471,993,45,-222,2,8:19:13
1720505953,-40,100,51,-471,993,45,-222,2,8:19:13
1720505953,-40,100,35,-330,961,-5,-69,341,8:19:13
1720505954,-40,100,-15,-333,1026,138,15,-5419,8:19:14
1720505954,-40,100,79,-343,974,-156,-6,-13419,8:19:14
1720505954,-24,104,25,-461,968,55,-23,-93,8:19:14
1720505954,-8,108,64,-360,1204,368,290,-9540,8:19:14
1720505954,24,116,-7,-270,1069,154,-189,-131,8:19:14
1720505954,-56,96,35,-385,1217,13,-135,-92,8:19:14
1720505954,-88,88,8,-371,1148,290,230,-2385,8:19:14
1720505954,-120,80,-11,-298,999,77,-134,-285,8:19:14
1720505954,40,120,11,-289,1118,99,-234,-659,8:19:14
1720505954,-8,108,-43,-302,1079,301,-48,319,8:19:14
1720505955,56,60,20,-191,903,336,-29,14802,8:19:15
1720505955,-72,92,-71,-90,860,330,-196,8176,8:19:15
1720505955,-88,88,2,-100,1020,-52,-175,-1133,8:19:15
1720505955,-72,92,31,-64,1040,-130,-20,-1613,8:19:15
1720505955,-56,96,31,-64,1040,-130,-20,-1613,8:19:15
1720505955,-88,88,17,-82,962,-20,42,-10230,8:19:15
1720505955,-56,96,18,-285,1036,-310,-177,-194,8:19:15
1720505955,72,64,166,-542,1040,-213,-72,-223,8:19:15
1720505955,24,52,151,-269,935,592,90,-16565,8:19:15
1720505955,-56,96,84,-229,830,676,280,-11265,8:19:15
1720505955,-104,84,-181,-132,1029,129,148,-265,8:19:15
1720505956,-88,88,9,-230,940,400,-162,-34529,8:19:16
1720505956,-8,108,-134,-279,1014,225,95,-354,8:19:16
1720505956,40,120,-56,-108,1116,-135,130,-620,8:19:16
1720505956,-8,108,54,-189,1074,-423,204,-7580,8:19:16
1720505956,-72,92,-162,-150,1022,-96,220,-784,8:19:16
1720505956,-88,88,-224,-139,972,40,141,-98284,8:19:16
1720505956,-88,88,-224,-139,972,40,141,-98284,8:19:16
1720505956,-88,88,-82,-193,981,-49,-7,-941,8:19:16
1720505956,-72,92,-65,-236,1045,-50,72,-595,8:19:16
1720505956,-88,88,10,-195,951,416,36,-45250,8:19:16
1720505956,-72,92,85,-125,1047,76,-124,-346,8:19:16
1720505957,-40,100,58,-259,957,53,137,-216,8:19:17
1720505957,-136,76,89,-268,980,179,53,-251,8:19:17
1720505957,-120,80,-182,-296,1120,65,-14,-202,8:19:17
1720505957,-120,80,-28,-215,1079,-99,-122,-151,8:19:17
1720505957,-72,28,-29,-87,1032,10,81,-87,8:19:17
1720505957,72,64,38,-169,847,-52,-185,-134,8:19:17
1720505957,-168,68,-11,-249,938,-117,-4,-151,8:19:17
1720505957,-24,40,-2,-321,998,185,97,-25017,8:19:17
1720505957,8,48,13,-245,1068,-6,-151,-312,8:19:17
1720505957,24,52,-107,-122,1305,-93,-39,-202,8:19:17
1720505958,-168,68,-37,-318,1046,-80,-132,-220,8:19:18
1720505958,56,60,-64,-173,986,506,239,-2095,8:19:18
1720505958,8,48,198,-285,857,-122,-302,-152,8:19:18
1720505958,8,48,35,-115,1059,251,-152,853,8:19:18
1720505958,-40,36,22,-158,1110,19,-128,2501,8:19:18
1720505958,-24,40,-35,-325,1272,-95,-269,164,8:19:18
1720505958,56,60,37,-124,1148,234,29,19076,8:19:18
1720505958,-72,28,93,-200,841,30,-186,90163,8:19:18
1720505958,24,52,3,-229,1001,67,31,760,8:19:18
1720505958,-24,40,5,-188,1024,113,-127,-117,8:19:18
1720505959,-24,40,-4,-237,1071,61,-11,-203,8:19:19
1720505959,40,56,-135,-170,1265,-216,-38,-136695,8:19:19
1720505959,24,52,68,-143,970,216,26,-8688,8:19:19
1720505959,-72,28,-25,-124,901,90,-62,-558,8:19:19
1720505959,8,48,12,-217,897,-22,-63,67,8:19:19
1720505959,-104,20,25,-170,1050,48,-157,1301,8:19:19
1720505959,8,48,90,-133,1107,91,-181,24341,8:19:19
1720505959,-40,36,-15,-167,1194,-58,-271,326,8:19:19
1720505959,-136,12,-86,-173,1047,275,210,3341,8:19:19
1720505959,-24,40,18,-147,912,23,61,210,8:19:19
1720505960,8,48,37,-232,894,-82,6,1475554,8:19:20
1720505960,56,60,-11,-316,1009,-98,-156,-49,8:19:20
1720505960,40,56,-81,-315,1035,-62,53,-688,8:19:20
1720505960,-8,44,-142,-234,1172,-508,-76,-50,8:19:20
1720505960,24,52,1,-215,958,62,-122,26,8:19:20
1720505960,-40,36,-7,-217,904,178,-15,14575,8:19:20
1720505960,-168,4,-70,-217,923,395,-2,15526,8:19:20
1720505960,40,56,-91,-205,989,-3,-306,26743,8:19:20
1720505960,24,52,-194,-301,1089,-56,-153,325,8:19:20
1720505960,-8,44,32,-352,1000,-281,-173,4726,8:19:20
1720505961,40,56,9,-218,1042,137,56,4691555,8:19:21
1720505961,-8,44,-29,-296,889,229,-149,277,8:19:21
1720505961,-8,44,-77,-389,897,-137,-232,1380,8:19:21
1720505961,24,52,-125,-314,1004,-263,-207,48,8:19:21
1720505961,-120,16,-103,-384,1016,-356,-219,39,8:19:21
1720505961,-120,16,-15,-252,930,279,-37,124356,8:19:21
1720505961,-24,40,-7,-161,919,255,-145,170356,8:19:21
1720505961,-104,20,-13,-190,863,29,-149,383356,8:19:21
1720505961,-56,32,-35,-175,1014,-19,-222,447,8:19:21
1720505961,-24,40,-160,-351,1189,-175,-392,458695,8:19:21
1720505962,-72,28,-11,-372,1009,-18,-274,387,8:19:22
1720505962,-72,28,54,-184,923,378,204,42018,8:19:22
1720505962,24,52,33,-101,918,229,4,2722018,8:19:22
1720505962,24,52,63,-255,881,-53,53,201018,8:19:22
1720505962,40,56,-22,-173,1029,-241,-128,38,8:19:22
1720505962,72,64,-26,-380,969,-395,-33,8741,8:19:22
1720505962,72,64,-12,-225,955,-53,-19,21341,8:19:22
1720505962,56,60,-35,-216,1001,-5,-194,233,8:19:22
1720505962,-24,40,-84,-298,942,-36,-225,300,8:19:22
1720505962,-72,28,-58,-277,930,-78,-70,422,8:19:22
1720505963,-56,32,-34,-337,854,-166,-91,399,8:19:23
1720505963,-56,32,-93,-338,755,259,-47,3936,8:19:23
1720505963,24,52,-188,-252,853,220,-59,366,8:19:23
1720505963,56,60,-183,-219,1024,250,-221,260,8:19:23
1720505963,-8,44,-170,-285,1048,117,-230,225,8:19:23
1720505963,40,56,-288,-58,844,-46,-250,287,8:19:23
1720505963,-120,16,-67,-226,959,-204,-42,242,8:19:23
1720505963,-24,40,-161,-220,953,-710,-486,57,8:19:23
1720505963,56,60,52,-610,1135,-363,-277,91,8:19:23
1720505963,72,64,-24,-358,1191,341,-65,193,8:19:23
1720505964,-168,68,-32,-432,914,174,-278,52,8:19:24
1720505964,40,56,33,-390,1078,-85,-119,172,8:19:24
1720505964,24,52,11,-324,1086,-58,-278,109,8:19:24
1720505964,-24,40,58,-361,1045,-87,-242,160,8:19:24
1720505964,-24,40,215,-418,1190,64,-137,110,8:19:24
1720505964,-24,40,200,-221,979,603,-60,184,8:19:24
1720505964,-40,36,-25,-158,811,-493,103,328,8:19:24
1720505964,-56,32,-247,-311,1068,-647,-154,413695,8:19:24
1720505964,-88,24,54,-406,758,247,153,84011,8:19:24
1720505964,-120,16,-350,361,1976,1432,-453,0,8:19:24
1720505965,72,0,-73,-312,997,181,-71,-2832,8:19:25
1720505965,-104,20,-55,-182,1017,23,-61,12832,8:19:25
1720505965,-88,24,-49,-189,1024,31,-70,-3832,8:19:25
1720505965,-104,20,-52,-188,1015,20,-66,-1832,8:19:25
1720505965,-152,8,-51,-187,1019,24,-67,-2832,8:19:25
1720505965,-56,32,-51,-187,1021,23,-67,-2432,8:19:25
1720505965,-88,24,-51,-177,1018,34,-66,-5,8:19:25
1720505966,-136,12,-5,-2,1148,89,63,53,8:19:26
1720505966,-152,8,-232,-311,1122,936,-93,-620,8:19:26
1720505966,-104,20,-175,-230,1061,396,-558,-601695,8:19:26
1720505966,56,60,43,-364,894,-527,-45,-1005,8:19:26
1720505966,40,56,213,-146,970,785,-198,-1009,8:19:26
1720505966,-136,12,84,184,884,184,191,-1668,8:19:26
1720505966,-24,40,-12,227,892,1235,233,-1218,8:19:26
1720505966,-24,40,-199,269,1089,158,-51,-1471,8:19:26
1720505967,-24,40,-182,236,1011,173,-181,-609,8:19:27
1720505967,-24,40,-503,520,1101,-1314,106,-103195,8:19:27
1720505967,-24,40,-343,131,1219,785,264,1299,8:19:27
1720505967,-24,40,-168,33,1027,381,-460,226,8:19:27
1720505967,-24,40,-238,176,883,30,-461,-333,8:19:27
1720505967,-24,40,15,39,1055,399,33,33330,8:19:27
1720505967,-88,24,146,341,1144,6,-181,-106,8:19:27
1720505967,-40,36,128,321,794,545,-999,327,8:19:27
1720505967,8,48,132,288,871,-9,-322,2807,8:19:27
1720505967,8,48,327,301,976,-350,80,148260,8:19:27
1720505968,8,48,248,209,1036,369,-189,5385,8:19:28
1720505968,40,56,256,180,1041,87,10,-4812,8:19:28
1720505968,72,64,174,165,963,682,-129,692,8:19:28
1720505968,24,52,67,590,877,-515,-112,-868,8:19:28
1720505968,56,60,218,385,925,325,59,17440,8:19:28
1720505968,40,56,334,400,1007,-51,-27,210,8:19:28
1720505968,-8,44,221,237,920,352,-292,125,8:19:28
1720505968,-136,12,141,167,974,11,-131,-238,8:19:28
1720505968,-72,28,441,328,759,-152,-259,-27,8:19:28
1720505968,-136,12,-75,342,1154,-723,388,-1126,8:19:28
1720505969,-168,4,267,342,728,260,-147,4823,8:19:29
1720505969,-88,24,-359,518,1422,-756,600,660,8:19:29
1720505969,-56,32,79,-20,1034,1111,262,20360,8:19:29
1720505969,-104,20,105,134,882,-411,-204,-270,8:19:29
1720505969,-120,16,-102,122,1030,-814,-199,-359095,8:19:29
1720505969,-152,8,210,-339,1294,-1421,-144,264095,8:19:29
1720505969,-56,32,36,15,1033,-687,123,-169,8:19:29
1720505969,-56,32,44,-111,1063,-124,-51,-9,8:19:29
1720505969,-56,32,-37,107,954,660,-182,-48,8:19:29
1720505969,-56,32,-6,21,1078,52,-148,30,8:19:29
1720505970,-40,36,-18,20,1036,34,-91,71082,8:19:30
1720505970,-88,24,-13,19,1038,24,-78,31082,8:19:30
1720505970,-56,32,153,52,873,303,-221,8982,8:19:30
1720505970,-120,16,-60,-55,1098,-441,-246,2343,8:19:30
1720505970,-88,24,475,-51,1031,-51,-359,22743,8:19:30
1720505970,-136,12,156,-98,1082,354,-11,-16143,8:19:30
1720505970,-168,4,-25,148,1037,327,479,-17007,8:19:30
1720505970,-168,4,33,-55,1047,71,-91,-2558,8:19:30
1720505970,-104,20,46,-44,1037,23,-67,0,8:19:30
1720505970,-152,8,46,-43,1038,22,-67,-1433,8:19:30
1720505971,-136,12,46,-44,1044,22,-67,0,8:19:31
1720505971,72,0,44,-43,1037,23,-67,4,8:19:31
1720505971,-104,20,52,-32,1044,24,-67,-1449,8:19:31
1720505971,-104,20,58,-28,1052,23,-67,-52449,8:19:31
1720505971,-104,20,88,44,1043,52,-75,-490732,8:19:31
1720505971,-104,20,71,4,1045,-241,27,-57656,8:19:31
1720505972,-88,24,66,-27,1067,342,-175,-168,8:19:32
1720505972,-104,20,39,-59,1034,-292,39,12258,8:19:32
1720505972,-104,20,56,-18,1034,160,-112,-390,8:19:32
1720505972,-120,16,45,-50,1040,80,-88,-21790,8:19:32
1720505972,-136,12,44,-50,1040,-39,-45,1790,8:19:32
1720505972,-136,12,49,-37,1038,23,-67,-11790,8:19:32
1720505972,-168,4,49,-38,1037,46,-73,-11790,8:19:32
1720505972,-152,8,46,-43,1037,17,-66,32790,8:19:32
1720505972,-120,16,32,-40,1033,20,-66,62790,8:19:32
1720505973,72,0,61,-96,1025,14,-79,-13790,8:19:33
1720505974,-168,4,28,-66,1034,23,-68,-33790,8:19:34
1720505974,-168,4,27,-65,1035,23,-67,-23790,8:19:34
1720505974,-168,4,26,-65,1032,22,-68,-13790,8:19:34
1720505974,-168,4,28,-64,1036,23,-68,-13790,8:19:34
1720505975,72,0,28,-63,1037,23,-68,13790,8:19:35
1720505975,-168,4,28,-62,1038,23,-67,13790,8:19:35
1720505975,-168,4,28,-63,1038,23,-68,-13790,8:19:35
1720505975,-152,8,29,-63,1038,22,-67,13790,8:19:35
1720505975,-168,4,-1,-109,1069,12,-50,35790,8:19:35
1720505975,-168,4,92,-12,1067,112,-141,-297,8:19:35
1720505975,-168,4,54,-33,1038,172,-135,-465,8:19:35
1720505976,-152,8,-25,-57,907,-292,95,-83,8:19:36
1720505976,72,0,8,-74,1001,20,-60,-1683,8:19:36
1720505976,-168,4,31,-69,1027,21,-69,1883,8:19:36
1720505976,-152,8,31,-69,1027,21,-69,1883,8:19:36
1720505976,-168,4,40,-55,1040,23,-68,-483,8:19:36
1720505976,-88,24,19,-69,1015,24,-69,-443,8:19:36
1720505977,-152,8,28,-81,1098,40,-96,-763,8:19:37
1720505977,-168,4,62,-15,1026,34,-65,-719,8:19:37
1720505977,-136,12,4,-96,1032,43,-73,-2439,8:19:37
1720505977,-136,12,62,-34,1033,19,-66,5439,8:19:37
1720505977,-120,16,-1,-116,1036,10,-58,112,8:19:37
1720505977,-152,8,34,-89,915,-26,38,-6712,8:19:37
1720505977,72,0,16,-72,1023,49,-11,-272,8:19:37
1720505977,-104,20,22,-63,1044,23,-39,1472,8:19:37
1720505977,-120,16,49,44,1018,14,-86,17772,8:19:37
1720505977,-88,24,89,-75,1152,-5,-144,142,8:19:37
1720505978,-152,8,40,-54,1045,-1,-107,122,8:19:38
1720505978,-136,12,38,-52,1033,22,-68,-122,8:19:38
1720505978,-136,12,37,-56,1031,21,-70,122,8:19:38
1720505978,-168,4,43,-51,1039,21,-64,1122,8:19:38
1720505979,72,0,57,-73,1035,24,-67,-322,8:19:39
1720505979,-136,12,57,-73,1033,23,-67,-222,8:19:39
1720505979,-88,24,56,-73,1035,23,-67,-122,8:19:39
1720505980,-72,28,57,-73,1036,23,-67,-122,8:19:40
1720505980,-40,36,56,-73,1035,22,-67,-222,8:19:40
1720505980,-40,36,56,-73,1034,22,-67,-122,8:19:40
1720505980,-72,28,55,-73,1036,23,-68,-122,8:19:40
1720505980,-56,32,56,-73,1035,23,-67,-122,8:19:40
1720505980,-40,36,56,-72,1034,23,-67,-122,8:19:40
1720505980,-72,28,56,-73,1036,23,-67,122,8:19:40
1720505980,-72,28,57,-72,1040,23,-67,122,8:19:40
1720505980,-88,24,56,-72,1036,22,-67,122,8:19:40
1720505980,-88,24,56,-72,1037,23,-67,122,8:19:40
1720505981,-56,32,57,-73,1037,23,-67,122,8:19:41
1720505981,-56,32,55,-72,1035,23,-67,122,8:19:41
1720505981,-88,24,57,-72,1038,22,-67,122,8:19:41
1720505981,-88,24,56,-72,1036,22,-68,122,8:19:41
1720505981,-72,28,55,-73,1039,22,-67,-322,8:19:41
1720505981,-72,28,56,-73,1037,23,-67,322,8:19:41
1720505981,-88,24,56,-73,1035,23,-66,322,8:19:41
1720505981,-88,24,57,-72,1037,23,-67,322,8:19:41
1720505981,-72,28,56,-71,1041,23,-67,322,8:19:41
1720505981,-72,28,57,-72,1037,23,-67,322,8:19:41
1720505982,-88,24,57,-72,1037,23,-67,322,8:19:42
1720505982,-88,24,56,-73,1037,22,-67,322,8:19:42
1720505982,-72,28,56,-73,1038,22,-67,322,8:19:42
1720505982,-88,24,57,-72,1038,22,-67,322,8:19:42
1720505982,-88,24,56,-72,1036,22,-67,322,8:19:42
1720505982,-104,20,56,-71,1036,23,-68,322,8:19:42
1720505982,-56,32,56,-72,1038,22,-67,322,8:19:42
1720505982,-72,28,57,-73,1037,22,-67,322,8:19:42
1720505982,-72,28,57,-72,1039,23,-67,322,8:19:42
1720505982,-88,24,57,-71,1038,22,-67,322,8:19:42
1720505983,-88,24,56,-71,1039,22,-67,322,8:19:43
1720505983,-72,28,56,-73,1037,22,-68,322,8:19:43
1720505983,-104,20,57,-72,1043,23,-67,322,8:19:43
1720505983,-136,12,57,-73,1037,23,-67,322,8:19:43
1720505983,-168,4,57,-71,1038,23,-67,322,8:19:43
1720505983,-136,12,56,-72,1037,22,-67,322,8:19:43
1720505983,-120,16,55,-72,1037,22,-67,322,8:19:43
1720505983,-168,4,78,-41,1026,23,-67,322,8:19:43
1720505983,-152,8,-6,-80,861,-836,119,470,8:19:43
1720505983,-120,16,58,-260,1034,201,-100,292,8:19:43
1720505984,-104,20,75,141,1127,-836,784,1015,8:19:44
1720505984,-136,12,-109,-29,1322,-214,132,454,8:19:44
1720505984,8,48,-69,-100,1147,-587,-628,353,8:19:44
1720505984,-8,44,77,-241,809,551,-1545,151,8:19:44
1720505984,8,48,161,-678,911,-625,-888,165,8:19:44
1720505984,24,52,365,-218,808,-87,-100,339,8:19:44
1720505984,24,52,404,-251,884,227,-14,-56,8:19:44
1720505984,24,52,437,-410,917,-32,7,-2756,8:19:44
1720505984,8,48,418,-214,945,97,-48,-276,8:19:44
1720505984,-8,44,416,-251,930,-39,-48,156,8:19:44
1720505985,-8,44,434,-269,890,65,-105,456,8:19:45
1720505985,-40,36,419,-214,918,75,-116,336,8:19:45
1720505985,24,52,434,-251,960,109,-29,246,8:19:45
1720505985,56,60,429,-101,935,327,-23,-18,8:19:45
1720505985,24,52,390,-99,1012,260,15,1728,8:19:45
1720505985,24,52,360,-219,933,58,-113,217,8:19:45
1720505985,24,52,353,-246,885,25,-76,4017,8:19:45
1720505985,8,48,385,-149,949,21,-102,-12,8:19:45
1720505985,8,48,369,-147,981,-32,-31,742,8:19:45
1720505985,-24,40,374,-195,930,-5,-106,942,8:19:45
1720505986,-24,40,362,-170,949,37,-30,-242,8:19:46
1720505986,8,48,365,-186,957,0,-72,59242,8:19:46
1720505986,56,60,372,-174,969,40,-52,-442,8:19:46
1720505986,56,60,371,-185,952,40,-98,-122,8:19:46
1720505986,40,56,368,-163,929,20,-61,1922,8:19:46
1720505986,56,60,382,-197,967,5,-79,10922,8:19:46
1720505986,40,56,363,-176,979,11,-72,-422,8:19:46
1720505986,40,56,383,-145,926,18,-108,302,8:19:46
1720505986,24,52,374,-166,901,20,-125,432,8:19:46
